Date,Monthly Mean Total Sunspot Number,Sunspot_lag1,Diff_11Year,Diff_1Year,Rolling_11Yr,Month,Month_sin,Month_cos,Year
1752-01-31,58.3,73.3,-14.200000000000003,-15.0,116.16486486486488,1,0.49999999999999994,0.8660254037844387,1752
1752-02-29,83.3,58.3,7.799999999999997,25.0,115.3,2,0.8660254037844386,0.5000000000000001,1752
1752-03-31,118.3,83.3,24.299999999999997,35.0,115.37692307692308,3,1.0,6.123233995736766e-17,1752
1752-04-30,98.8,118.3,-2.4000000000000057,-19.5,114.9625,4,0.8660254037844387,-0.4999999999999998,1752
1752-05-31,99.5,98.8,15.0,0.7000000000000028,114.58536585365853,5,0.49999999999999994,-0.8660254037844387,1752
1752-06-30,66.0,99.5,-44.5,-33.5,113.42857142857143,6,1.2246467991473532e-16,-1.0,1752
1752-07-31,130.7,66.0,30.999999999999986,64.69999999999999,113.83023255813953,7,-0.4999999999999997,-0.8660254037844388,1752
1752-08-31,48.8,130.7,9.599999999999994,-81.89999999999999,112.35227272727273,8,-0.8660254037844385,-0.5000000000000004,1752
1752-09-30,45.2,48.8,6.5,-3.5999999999999943,110.86,9,-1.0,-1.8369701987210297e-16,1752
1752-10-31,77.7,45.2,30.200000000000003,32.5,110.1391304347826,10,-0.8660254037844386,0.5000000000000001,1752
1752-11-30,62.7,77.7,-10.599999999999994,-15.0,109.12978723404257,11,-0.5000000000000004,0.8660254037844384,1752
1752-12-31,66.7,62.7,8.400000000000006,4.0,108.24583333333334,12,-2.4492935982947064e-16,1.0,1752
1753-01-31,73.3,66.7,-10.0,6.599999999999994,107.5326530612245,1,0.49999999999999994,0.8660254037844387,1753
1753-02-28,53.3,73.3,-65.0,-20.0,106.448,2,0.8660254037844386,0.5000000000000001,1753
1753-03-31,76.2,53.3,-22.599999999999994,22.900000000000006,105.85490196078432,3,1.0,6.123233995736766e-17,1753
1753-04-30,63.3,76.2,-36.2,-12.900000000000006,105.03653846153846,4,0.8660254037844387,-0.4999999999999998,1753
1753-05-31,60.0,63.3,-6.0,-3.299999999999997,104.18679245283018,5,0.49999999999999994,-0.8660254037844387,1753
1753-06-30,52.8,60.0,-77.89999999999999,-7.200000000000003,103.23518518518519,6,1.2246467991473532e-16,-1.0,1753
1753-07-31,36.7,52.8,-12.099999999999994,-16.099999999999994,102.02545454545454,7,-0.4999999999999997,-0.8660254037844388,1753
1753-08-31,65.0,36.7,19.799999999999997,28.299999999999997,101.36428571428571,8,-0.8660254037844385,-0.5000000000000004,1753
1753-09-30,46.7,65.0,-31.0,-18.299999999999997,100.40526315789474,9,-1.0,-1.8369701987210297e-16,1753
1753-10-31,41.7,46.7,-21.0,-5.0,99.39310344827587,10,-0.8660254037844386,0.5000000000000001,1753
1753-11-30,33.3,41.7,-33.400000000000006,-8.400000000000006,98.27288135593221,11,-0.5000000000000004,0.8660254037844384,1753
1753-12-31,11.2,33.3,-62.099999999999994,-22.099999999999998,96.82166666666667,12,-2.4492935982947064e-16,1.0,1753
1754-02-28,5.0,11.2,-48.3,-6.199999999999999,95.31639344262295,2,0.8660254037844386,0.5000000000000001,1754
1754-03-31,2.8,5.0,-73.4,-2.2,93.8241935483871,3,1.0,6.123233995736766e-17,1754
1754-04-30,22.8,2.8,-40.5,20.0,92.69682539682539,4,0.8660254037844387,-0.4999999999999998,1754
1754-05-31,34.5,22.8,-25.5,11.7,91.7875,5,0.49999999999999994,-0.8660254037844387,1754
1754-06-30,44.5,34.5,-8.299999999999997,10.0,91.05999999999999,6,1.2246467991473532e-16,-1.0,1754
1754-07-31,31.3,44.5,-5.400000000000002,-13.2,90.15454545454546,7,-0.4999999999999997,-0.8660254037844388,1754
1754-08-31,20.5,31.3,-44.5,-10.8,89.11492537313433,8,-0.8660254037844385,-0.5000000000000004,1754
1754-09-30,13.7,20.5,-33.0,-6.800000000000001,88.00588235294117,9,-1.0,-1.8369701987210297e-16,1754
1754-10-31,40.2,13.7,-1.5,26.500000000000004,87.31304347826088,10,-0.8660254037844386,0.5000000000000001,1754
1754-11-30,22.0,40.2,-11.299999999999997,-18.200000000000003,86.38000000000001,11,-0.5000000000000004,0.8660254037844384,1754
1754-12-31,7.0,22.0,-4.199999999999999,-15.0,85.26197183098591,12,-2.4492935982947064e-16,1.0,1754
1755-01-31,17.0,7.0,12.0,10.0,84.3138888888889,1,0.49999999999999994,0.8660254037844387,1755
1755-02-28,18.7,17.0,15.899999999999999,1.6999999999999993,83.41506849315068,2,0.8660254037844386,0.5000000000000001,1755
1755-03-31,11.3,18.7,-11.5,-7.399999999999999,82.44054054054054,3,1.0,6.123233995736766e-17,1755
1755-04-30,10.8,11.3,-23.7,-0.5,81.48533333333333,4,0.8660254037844387,-0.4999999999999998,1755
1755-07-31,14.3,10.8,-30.2,3.5,80.60131578947369,7,-0.4999999999999997,-0.8660254037844388,1755
1755-08-31,5.3,14.3,-26.0,-9.0,79.62337662337663,8,-0.8660254037844385,-0.5000000000000004,1755
1755-09-30,29.7,5.3,9.2,24.4,78.98333333333333,9,-1.0,-1.8369701987210297e-16,1755
1755-10-31,39.5,29.7,25.8,9.8,78.48354430379747,10,-0.8660254037844386,0.5000000000000001,1755
1755-11-30,11.3,39.5,-28.900000000000002,-28.2,77.64375,11,-0.5000000000000004,0.8660254037844384,1755
1755-12-31,33.3,11.3,11.299999999999997,21.999999999999996,77.0962962962963,12,-2.4492935982947064e-16,1.0,1755
1756-01-31,20.8,33.3,13.8,-12.499999999999996,76.40975609756099,1,0.49999999999999994,0.8660254037844387,1756
1756-02-29,11.8,20.8,-5.199999999999999,-9.0,75.63132530120481,2,0.8660254037844386,0.5000000000000001,1756
1756-03-31,9.0,11.8,-9.7,-2.8000000000000007,74.83809523809524,3,1.0,6.123233995736766e-17,1756
1756-04-30,15.7,9.0,4.399999999999999,6.699999999999999,74.14235294117647,4,0.8660254037844387,-0.4999999999999998,1756
1756-05-31,20.8,15.7,10.0,5.100000000000001,73.5220930232558,5,0.49999999999999994,-0.8660254037844387,1756
1756-06-30,21.5,20.8,7.199999999999999,0.6999999999999993,72.92413793103448,6,1.2246467991473532e-16,-1.0,1756
1756-07-31,6.0,21.5,0.7000000000000002,-15.5,72.16363636363636,7,-0.4999999999999997,-0.8660254037844388,1756
1756-08-31,10.7,6.0,-19.0,4.699999999999999,71.47303370786517,8,-0.8660254037844385,-0.5000000000000004,1756
1756-09-30,19.7,10.7,-19.8,9.0,70.89777777777778,9,-1.0,-1.8369701987210297e-16,1756
1756-10-31,23.8,19.7,12.5,4.100000000000001,70.38021978021979,10,-0.8660254037844386,0.5000000000000001,1756
1756-11-30,28.3,23.8,-4.9999999999999964,4.5,69.92282608695652,11,-0.5000000000000004,0.8660254037844384,1756
1756-12-31,15.7,28.3,-5.100000000000001,-12.600000000000001,69.33978494623656,12,-2.4492935982947064e-16,1.0,1756
1757-01-31,23.5,15.7,11.7,7.800000000000001,68.85212765957448,1,0.49999999999999994,0.8660254037844387,1757
1757-02-28,35.3,23.5,26.299999999999997,11.799999999999997,68.49894736842104,2,0.8660254037844386,0.5000000000000001,1757
1757-03-31,43.7,35.3,28.000000000000004,8.400000000000006,68.24062500000001,3,1.0,6.123233995736766e-17,1757
1757-04-30,50.0,43.7,29.2,6.299999999999997,68.05257731958763,4,0.8660254037844387,-0.4999999999999998,1757
1757-05-31,63.5,50.0,42.0,13.5,68.0061224489796,5,0.49999999999999994,-0.8660254037844387,1757
1757-06-30,21.3,63.5,15.3,-42.2,67.53434343434343,6,1.2246467991473532e-16,-1.0,1757
1757-07-31,41.7,21.3,31.000000000000004,20.400000000000002,67.27600000000001,7,-0.4999999999999997,-0.8660254037844388,1757
1757-08-31,85.5,41.7,65.8,43.8,67.45643564356436,8,-0.8660254037844385,-0.5000000000000004,1757
1757-09-30,66.2,85.5,42.400000000000006,-19.299999999999997,67.44411764705883,9,-1.0,-1.8369701987210297e-16,1757
1757-10-31,54.2,66.2,25.900000000000002,-12.0,67.31553398058253,10,-0.8660254037844386,0.5000000000000001,1757
1757-11-30,107.8,54.2,92.1,53.599999999999994,67.7048076923077,11,-0.5000000000000004,0.8660254037844384,1757
1757-12-31,55.8,107.8,32.3,-52.0,67.59142857142858,12,-2.4492935982947064e-16,1.0,1757
1758-01-31,62.7,55.8,27.400000000000006,6.900000000000006,67.54528301886792,1,0.49999999999999994,0.8660254037844387,1758
1758-02-28,86.7,62.7,43.0,24.0,67.72429906542057,2,0.8660254037844386,0.5000000000000001,1758
1758-03-31,81.7,86.7,31.700000000000003,-5.0,67.8537037037037,3,1.0,6.123233995736766e-17,1758
1758-04-30,120.5,81.7,57.0,38.8,68.33669724770643,4,0.8660254037844387,-0.4999999999999998,1758
1758-05-31,77.3,120.5,56.0,-43.2,68.41818181818182,5,0.49999999999999994,-0.8660254037844387,1758
1758-06-30,75.0,77.3,33.3,-2.299999999999997,68.47747747747748,6,1.2246467991473532e-16,-1.0,1758
1758-07-31,73.3,75.0,-12.200000000000003,-1.7000000000000028,68.52053571428571,7,-0.4999999999999997,-0.8660254037844388,1758
1758-08-31,64.5,73.3,-1.7000000000000028,-8.799999999999997,68.48495575221239,8,-0.8660254037844385,-0.5000000000000004,1758
1758-09-30,104.2,64.5,50.0,39.7,68.79824561403508,9,-1.0,-1.8369701987210297e-16,1758
1758-10-31,62.8,104.2,-45.0,-41.400000000000006,68.74608695652174,10,-0.8660254037844386,0.5000000000000001,1758
1758-11-30,71.7,62.8,15.900000000000006,8.900000000000006,68.77155172413794,11,-0.5000000000000004,0.8660254037844384,1758
1758-12-31,71.7,71.7,9.0,0.0,68.7965811965812,12,-2.4492935982947064e-16,1.0,1758
1759-01-31,80.5,71.7,-6.200000000000003,8.799999999999997,68.8957627118644,1,0.49999999999999994,0.8660254037844387,1759
1759-02-28,73.3,80.5,-8.400000000000006,-7.200000000000003,68.9327731092437,2,0.8660254037844386,0.5000000000000001,1759
1759-03-31,78.0,73.3,-42.5,4.700000000000003,69.00833333333334,3,1.0,6.123233995736766e-17,1759
1759-04-30,78.3,78.0,1.0,0.29999999999999716,69.08512396694215,4,0.8660254037844387,-0.4999999999999998,1759
1759-05-31,81.7,78.3,6.700000000000003,3.4000000000000057,69.18852459016394,5,0.49999999999999994,-0.8660254037844387,1759
1759-06-30,83.3,81.7,10.0,1.5999999999999943,69.30325203252032,6,1.2246467991473532e-16,-1.0,1759
1759-07-31,85.0,83.3,20.5,1.7000000000000028,69.42983870967741,7,-0.4999999999999997,-0.8660254037844388,1759
1759-08-31,118.8,85.0,14.599999999999994,33.8,69.8248,8,-0.8660254037844385,-0.5000000000000004,1759
1759-09-30,128.7,118.8,65.89999999999999,9.899999999999991,70.29206349206349,9,-1.0,-1.8369701987210297e-16,1759
1759-10-31,99.5,128.7,27.799999999999997,-29.19999999999999,70.52204724409448,10,-0.8660254037844386,0.5000000000000001,1759
1759-11-30,77.2,99.5,5.5,-22.299999999999997,70.57421875,11,-0.5000000000000004,0.8660254037844384,1759
1759-12-31,95.0,77.2,14.5,17.799999999999997,70.76356589147287,12,-2.4492935982947064e-16,1.0,1759
1760-01-31,112.2,95.0,38.900000000000006,17.200000000000003,71.0823076923077,1,0.49999999999999994,0.8660254037844387,1760
1760-02-29,99.2,112.2,21.200000000000003,-13.0,71.29694656488549,2,0.8660254037844386,0.5000000000000001,1760
1760-03-31,124.5,99.2,46.2,25.299999999999997,71.7,3,1.0,6.123233995736766e-17,1760
1760-04-30,97.2,124.5,15.5,-27.299999999999997,71.70378787878788,4,0.8660254037844387,-0.4999999999999998,1760
1760-05-31,120.0,97.2,36.7,22.799999999999997,71.82272727272728,5,0.49999999999999994,-0.8660254037844387,1760
1760-06-30,80.5,120.0,-4.5,-39.5,71.54848484848485,6,1.2246467991473532e-16,-1.0,1760
1760-07-31,110.0,80.5,-8.799999999999997,29.5,71.67878787878789,7,-0.4999999999999997,-0.8660254037844388,1760
1760-08-31,126.0,110.0,-2.6999999999999886,16.0,71.55984848484849,8,-0.8660254037844385,-0.5000000000000004,1760
1760-09-30,102.2,126.0,2.700000000000003,-23.799999999999997,71.27954545454546,9,-1.0,-1.8369701987210297e-16,1760
1760-10-31,84.3,102.2,7.099999999999994,-17.900000000000006,70.72121212121213,10,-0.8660254037844386,0.5000000000000001,1760
1760-11-30,99.5,84.3,4.5,15.200000000000003,70.63787878787879,11,-0.5000000000000004,0.8660254037844384,1760
1760-12-31,101.7,99.5,-10.5,2.200000000000003,70.45,12,-2.4492935982947064e-16,1.0,1760
1761-01-31,116.7,101.7,17.5,15.0,70.3810606060606,1,0.49999999999999994,0.8660254037844387,1761
1761-02-28,151.7,116.7,27.19999999999999,34.999999999999986,69.5280303030303,2,0.8660254037844386,0.5000000000000001,1761
1761-03-31,134.5,151.7,37.3,-17.19999999999999,69.47121212121213,3,1.0,6.123233995736766e-17,1761
1761-04-30,119.5,134.5,-0.5,-15.0,69.45075757575758,4,0.8660254037844387,-0.4999999999999998,1761
1761-05-31,178.7,119.5,98.19999999999999,59.19999999999999,69.84621212121212,5,0.49999999999999994,-0.8660254037844387,1761
1761-06-30,165.5,178.7,55.5,-13.199999999999989,69.97348484848484,6,1.2246467991473532e-16,-1.0,1761
1761-07-31,156.8,165.5,30.80000000000001,-8.699999999999989,70.04621212121212,7,-0.4999999999999997,-0.8660254037844388,1761
1761-08-31,151.8,156.8,49.60000000000001,-5.0,70.05984848484849,8,-0.8660254037844385,-0.5000000000000004,1761
1761-09-30,167.8,151.8,83.50000000000001,16.0,70.06818181818181,9,-1.0,-1.8369701987210297e-16,1761
1761-10-31,147.8,167.8,48.30000000000001,-20.0,70.10984848484848,10,-0.8660254037844386,0.5000000000000001,1761
1761-11-30,149.5,147.8,47.8,1.6999999999999886,69.94166666666668,11,-0.5000000000000004,0.8660254037844384,1761
1761-12-31,76.7,149.5,-40.0,-72.8,69.37121212121212,12,-2.4492935982947064e-16,1.0,1761
1762-01-31,73.0,76.7,-78.69999999999999,-3.700000000000003,69.09469696969697,1,0.49999999999999994,0.8660254037844387,1762
1762-02-28,121.3,73.0,-13.200000000000003,48.3,69.21439393939394,2,0.8660254037844386,0.5000000000000001,1762
1762-03-31,76.2,121.3,-43.3,-45.099999999999994,68.83939393939393,3,1.0,6.123233995736766e-17,1762
1762-04-30,100.3,76.2,-78.39999999999999,24.099999999999994,68.71515151515152,4,0.8660254037844387,-0.4999999999999998,1762
1762-05-31,66.5,100.3,-99.0,-33.8,68.66969696969697,5,0.49999999999999994,-0.8660254037844387,1762
1762-06-30,128.5,66.5,-28.30000000000001,62.0,69.07121212121211,6,1.2246467991473532e-16,-1.0,1762
1762-07-31,56.3,128.5,-95.50000000000001,-72.2,68.78560606060606,7,-0.4999999999999997,-0.8660254037844388,1762
1762-08-31,112.8,56.3,-55.000000000000014,56.5,68.87348484848485,8,-0.8660254037844385,-0.5000000000000004,1762
1762-09-30,114.2,112.8,-33.60000000000001,1.4000000000000057,69.09848484848484,9,-1.0,-1.8369701987210297e-16,1762
1762-10-31,115.5,114.2,-34.0,1.2999999999999972,69.13636363636364,10,-0.8660254037844386,0.5000000000000001,1762
1762-11-30,129.7,115.5,52.999999999999986,14.199999999999989,69.36363636363636,11,-0.5000000000000004,0.8660254037844384,1762
1762-12-31,128.7,129.7,55.69999999999999,-1.0,70.04166666666667,12,-2.4492935982947064e-16,1.0,1762
1763-01-31,94.2,128.7,-27.099999999999994,-34.499999999999986,70.46212121212122,1,0.49999999999999994,0.8660254037844387,1763
1763-02-28,53.2,94.2,-23.0,-41.0,70.50530303030304,2,0.8660254037844386,0.5000000000000001,1763
1763-03-31,57.0,53.2,-43.3,3.799999999999997,70.38181818181819,3,1.0,6.123233995736766e-17,1763
1763-04-30,54.8,57.0,-11.700000000000003,-2.200000000000003,70.35530303030303,4,0.8660254037844387,-0.4999999999999998,1763
1763-05-31,54.5,54.8,-74.0,-0.29999999999999716,70.13712121212122,5,0.49999999999999994,-0.8660254037844387,1763
1763-06-30,59.7,54.5,3.4000000000000057,5.200000000000003,69.69318181818181,6,1.2246467991473532e-16,-1.0,1763
1763-07-31,90.3,59.7,-22.5,30.599999999999994,69.62878787878788,7,-0.4999999999999997,-0.8660254037844388,1763
1763-08-31,44.2,90.3,-70.0,-46.099999999999994,69.2098484848485,8,-0.8660254037844385,-0.5000000000000004,1763
1763-09-30,113.5,44.2,-2.0,69.3,69.56969696969698,9,-1.0,-1.8369701987210297e-16,1763
1763-10-31,77.2,113.5,-52.499999999999986,-36.3,69.16439393939393,10,-0.8660254037844386,0.5000000000000001,1763
1763-11-30,101.5,77.2,-27.19999999999999,24.299999999999997,69.56363636363636,11,-0.5000000000000004,0.8660254037844384,1763
1763-12-31,102.3,101.5,8.099999999999994,0.7999999999999972,69.99621212121212,12,-2.4492935982947064e-16,1.0,1763
1764-01-31,99.5,102.3,46.3,-2.799999999999997,70.16136363636365,1,0.49999999999999994,0.8660254037844387,1764
1764-02-29,99.5,99.5,42.5,0.0,70.44015151515151,2,0.8660254037844386,0.5000000000000001,1764
1764-03-31,67.0,99.5,12.200000000000003,-32.5,70.44242424242425,3,1.0,6.123233995736766e-17,1764
1764-04-30,57.3,67.0,2.799999999999997,-9.700000000000003,70.32121212121211,4,0.8660254037844387,-0.4999999999999998,1764
1764-05-31,73.8,57.3,14.099999999999994,16.5,70.47651515151514,5,0.49999999999999994,-0.8660254037844387,1764
1764-06-30,50.0,73.8,-40.3,-23.799999999999997,70.27803030303029,6,1.2246467991473532e-16,-1.0,1764
1764-07-31,50.0,50.0,5.799999999999997,0.0,70.17727272727272,7,-0.4999999999999997,-0.8660254037844388,1764
1764-08-31,50.0,50.0,-63.5,0.0,70.10151515151514,8,-0.8660254037844385,-0.5000000000000004,1764
1764-09-30,47.0,50.0,-30.200000000000003,-3.0,70.05757575757575,9,-1.0,-1.8369701987210297e-16,1764
1764-10-31,46.7,47.0,-54.8,-0.29999999999999716,70.13333333333334,10,-0.8660254037844386,0.5000000000000001,1764
1764-11-30,43.3,46.7,-59.0,-3.4000000000000057,69.9689393939394,11,-0.5000000000000004,0.8660254037844384,1764
1764-12-31,42.8,43.3,-56.7,-0.5,69.93939393939394,12,-2.4492935982947064e-16,1.0,1764
1765-01-31,40.0,42.8,-59.5,-2.799999999999997,69.92651515151516,1,0.49999999999999994,0.8660254037844387,1765
1765-02-28,43.3,40.0,-23.700000000000003,3.299999999999997,70.00227272727273,2,0.8660254037844386,0.5000000000000001,1765
1765-03-31,41.7,43.3,-15.599999999999994,-1.5999999999999943,70.23333333333335,3,1.0,6.123233995736766e-17,1765
1765-04-30,36.7,41.7,-37.099999999999994,-5.0,70.47348484848484,4,0.8660254037844387,-0.4999999999999998,1765
1765-05-31,33.7,36.7,-16.299999999999997,-3.0,70.70757575757575,5,0.49999999999999994,-0.8660254037844387,1765
1765-06-30,33.3,33.7,-16.700000000000003,-0.4000000000000057,70.7871212121212,6,1.2246467991473532e-16,-1.0,1765
1765-07-31,45.0,33.3,-5.0,11.700000000000003,70.86666666666666,7,-0.4999999999999997,-0.8660254037844388,1765
1765-08-31,49.5,45.0,2.5,4.5,70.90454545454546,8,-0.8660254037844385,-0.5000000000000004,1765
1765-09-30,26.7,49.5,-20.000000000000004,-22.8,70.86969696969696,9,-1.0,-1.8369701987210297e-16,1765
1765-10-31,23.3,26.7,-19.999999999999996,-3.3999999999999986,70.89090909090908,10,-0.8660254037844386,0.5000000000000001,1765
1765-11-30,23.3,23.3,-19.499999999999996,0.0,70.96363636363637,11,-0.5000000000000004,0.8660254037844384,1765
1765-12-31,21.7,23.3,-18.3,-1.6000000000000014,70.82348484848484,12,-2.4492935982947064e-16,1.0,1765
1766-01-31,20.0,21.7,-23.299999999999997,-1.6999999999999993,70.80833333333332,1,0.49999999999999994,0.8660254037844387,1766
1766-02-28,18.3,20.0,-23.400000000000002,-1.6999999999999993,70.89393939393939,2,0.8660254037844386,0.5000000000000001,1766
1766-03-31,61.0,18.3,24.299999999999997,42.7,71.22727272727273,3,1.0,6.123233995736766e-17,1766
1766-04-30,10.0,61.0,-23.700000000000003,-51.0,71.16136363636365,4,0.8660254037844387,-0.4999999999999998,1766
1766-05-31,44.7,10.0,11.400000000000006,34.7,71.41439393939393,5,0.49999999999999994,-0.8660254037844387,1766
1766-06-30,5.0,44.7,-40.0,-39.7,71.37045454545455,6,1.2246467991473532e-16,-1.0,1766
1766-07-31,5.5,5.0,-44.0,0.5,71.30378787878787,7,-0.4999999999999997,-0.8660254037844388,1766
1766-08-31,6.7,5.5,-20.0,1.2000000000000002,71.31439393939394,8,-0.8660254037844385,-0.5000000000000004,1766
1766-09-30,7.2,6.7,-16.1,0.5,71.14393939393939,9,-1.0,-1.8369701987210297e-16,1766
1766-10-31,8.3,7.2,-15.0,1.1000000000000005,70.90757575757576,10,-0.8660254037844386,0.5000000000000001,1766
1766-11-30,9.5,8.3,-12.2,1.1999999999999993,70.89393939393939,11,-0.5000000000000004,0.8660254037844384,1766
1766-12-31,32.0,9.5,12.0,22.5,70.88409090909092,12,-2.4492935982947064e-16,1.0,1766
1767-01-31,45.7,32.0,27.400000000000002,13.700000000000003,71.07272727272728,1,0.49999999999999994,0.8660254037844387,1767
1767-02-28,50.0,45.7,-11.0,4.299999999999997,71.36212121212122,2,0.8660254037844386,0.5000000000000001,1767
1767-03-31,71.7,50.0,61.7,21.700000000000003,71.83712121212122,3,1.0,6.123233995736766e-17,1767
1767-04-30,54.8,71.7,10.099999999999994,-16.900000000000006,72.13333333333334,4,0.8660254037844387,-0.4999999999999998,1767
1767-05-31,49.7,54.8,44.7,-5.099999999999994,72.35227272727273,5,0.49999999999999994,-0.8660254037844387,1767
1767-06-30,55.5,49.7,50.0,5.799999999999997,72.60984848484848,6,1.2246467991473532e-16,-1.0,1767
1767-07-31,36.5,55.5,29.8,-19.0,72.8409090909091,7,-0.4999999999999997,-0.8660254037844388,1767
1767-08-31,68.0,36.5,60.8,31.5,73.27499999999999,8,-0.8660254037844385,-0.5000000000000004,1767
1767-09-30,71.2,68.0,62.900000000000006,3.200000000000003,73.66515151515152,9,-1.0,-1.8369701987210297e-16,1767
1767-10-31,73.5,71.2,64.0,2.299999999999997,74.04166666666667,10,-0.8660254037844386,0.5000000000000001,1767
1767-11-30,91.2,73.5,59.2,17.700000000000003,74.51818181818182,11,-0.5000000000000004,0.8660254037844384,1767
1767-12-31,88.8,91.2,43.099999999999994,-2.4000000000000057,75.0719696969697,12,-2.4492935982947064e-16,1.0,1767
1768-01-31,89.2,88.8,39.2,0.4000000000000057,75.56969696969696,1,0.49999999999999994,0.8660254037844387,1768
1768-02-29,110.2,89.2,38.5,21.0,76.13712121212122,2,0.8660254037844386,0.5000000000000001,1768
1768-03-31,77.2,110.2,22.400000000000006,-33.0,76.39090909090909,3,1.0,6.123233995736766e-17,1768
1768-04-30,71.2,77.2,21.5,-6.0,76.55151515151515,4,0.8660254037844387,-0.4999999999999998,1768
1768-05-31,129.5,71.2,74.0,58.3,77.05151515151515,5,0.49999999999999994,-0.8660254037844387,1768
1768-06-30,129.0,129.5,92.5,-0.5,77.86742424242425,6,1.2246467991473532e-16,-1.0,1768
1768-07-31,87.7,129.0,19.700000000000003,-41.3,78.2159090909091,7,-0.4999999999999997,-0.8660254037844388,1768
1768-08-31,111.3,87.7,40.099999999999994,23.599999999999994,78.41136363636363,8,-0.8660254037844385,-0.5000000000000004,1768
1768-09-30,124.7,111.3,51.2,13.400000000000006,78.85454545454546,9,-1.0,-1.8369701987210297e-16,1768
1768-10-31,129.7,124.7,38.499999999999986,4.999999999999986,79.42651515151515,10,-0.8660254037844386,0.5000000000000001,1768
1768-11-30,151.0,129.7,62.2,21.30000000000001,79.75378787878788,11,-0.5000000000000004,0.8660254037844384,1768
1768-12-31,186.3,151.0,97.10000000000001,35.30000000000001,80.74242424242425,12,-2.4492935982947064e-16,1.0,1768
1769-01-31,123.2,186.3,13.0,-63.10000000000001,81.20075757575758,1,0.49999999999999994,0.8660254037844387,1769
1769-02-28,107.0,123.2,29.799999999999997,-16.200000000000003,81.35454545454544,2,0.8660254037844386,0.5000000000000001,1769
1769-03-31,107.2,107.0,36.0,0.20000000000000284,81.54772727272727,3,1.0,6.123233995736766e-17,1769
1769-04-30,161.2,107.2,31.69999999999999,53.999999999999986,81.85606060606061,4,0.8660254037844387,-0.4999999999999998,1769
1769-05-31,122.7,161.2,-6.299999999999997,-38.499999999999986,82.2,5,0.49999999999999994,-0.8660254037844387,1769
1769-06-30,157.3,122.7,69.60000000000001,34.60000000000001,82.82348484848485,6,1.2246467991473532e-16,-1.0,1769
